ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,ORDERDATETIME,DELIVERYDATETIME,STATUS,PRODUCTLINE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Sales
10203,47,100,5,12-03-2014 00:54,13-03-2014 17:57,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4700
10212,33,100,15,07-05-2014 01:19,09-05-2014 18:31,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3300
10225,21,100,6,30-05-2013 23:57,31-05-2013 04:22,Shipped,Classic Cars,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,2100
10239,21,93.28,5,16-01-2012 00:23,18-01-2012 23:14,Shipped,Classic Cars,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,1958.88
10253,41,100,10,15-07-2014 00:46,16-07-2014 16:23,Cancelled,Classic Cars,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,4100
10266,40,100,11,04-11-2012 01:04,05-11-2012 20:53,Shipped,Classic Cars,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,4000
10277,28,100,1,15-04-2014 23:54,16-04-2014 09:05,Shipped,Classic Cars,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,2800
10287,23,100,9,03-02-2015 01:54,04-02-2015 08:44,Shipped,Classic Cars,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,2300
10300,23,100,2,22-04-2014 00:05,22-04-2014 13:04,Shipped,Classic Cars,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,2300
10310,25,100,7,03-09-2015 23:27,05-09-2015 19:24,Shipped,Classic Cars,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,2500
10321,24,100,15,18-01-2017 00:11,18-01-2017 07:44,Shipped,Classic Cars,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,2400
10329,39,64.74,15,29-08-2013 00:48,30-08-2013 09:38,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2524.86
10341,55,75.2,7,13-05-2015 23:09,14-05-2015 00:54,Shipped,Classic Cars,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,4136
10363,46,88.45,6,01-04-2012 23:52,04-04-2012 11:52,Shipped,Classic Cars,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,4068.7
10377,50,100,1,11-04-2014 22:47,13-04-2014 20:42,Shipped,Classic Cars,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,5000
10389,47,100,8,09-10-2016 01:32,11-10-2016 03:58,Shipped,Classic Cars,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,4700
10405,97,93.28,5,12-11-2015 23:00,15-11-2015 03:35,Shipped,Classic Cars,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Large,9048.16
10419,32,100,10,15-10-2013 01:26,16-10-2013 20:47,Shipped,Classic Cars,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,3200
10103,35,100,10,19-11-2013 23:54,20-11-2013 09:58,Shipped,Trucks and Buses,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,3500
10113,49,100,4,30-05-2014 23:02,02-06-2014 15:41,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4900
10126,38,100,10,12-02-2015 00:44,14-02-2015 15:59,Shipped,Trucks and Buses,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,3800
10140,32,100,10,06-08-2013 00:17,06-08-2013 20:09,Shipped,Trucks and Buses,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,3200
10150,34,100,7,11-03-2013 00:20,11-03-2013 09:56,Shipped,Trucks and Buses,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,3400
10164,36,99.17,8,22-08-2015 23:10,25-08-2015 03:05,Resolved,Trucks and Buses,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,3570.12
10174,48,93.34,3,21-11-2013 02:00,22-11-2013 21:48,Shipped,Trucks and Buses,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,4480.32
10183,21,96.84,7,20-08-2014 23:45,22-08-2014 13:29,Shipped,Trucks and Buses,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small,2033.64
10194,21,93.34,10,14-01-2013 00:29,14-01-2013 03:56,Shipped,Trucks and Buses,Lyon,,69004,France,EMEA,Saveley,Mary,Small,1960.14
10206,34,100,5,13-06-2012 00:35,15-06-2012 14:00,Shipped,Trucks and Buses,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,3400
10215,46,100,2,04-07-2014 23:33,04-07-2014 23:33,Shipped,Trucks and Buses,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium,4600
10228,32,100,1,06-04-2012 01:09,06-04-2012 07:37,Shipped,Trucks and Buses,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Medium,3200
10245,29,100,8,16-09-2012 00:34,18-09-2012 17:34,Shipped,Trucks and Buses,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium,2900
10258,41,100,5,18-04-2014 00:04,18-04-2014 19:37,Shipped,Trucks and Buses,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,4100
10270,43,96.84,8,28-07-2014 00:28,28-07-2014 07:46,Shipped,Trucks and Buses,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,4164.12
10280,24,100,1,14-10-2012 23:47,17-10-2012 15:30,Shipped,Trucks and Buses,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,2400
10291,41,100,10,18-11-2012 00:28,20-11-2012 03:01,Shipped,Trucks and Buses,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,4100
10304,46,98,5,16-12-2015 23:05,19-12-2015 13:32,Shipped,Trucks and Buses,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,4508
10312,32,100,2,16-09-2012 00:17,16-09-2012 08:39,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3200
10322,22,100,10,07-08-2012 00:48,07-08-2012 19:43,Shipped,Trucks and Buses,Nashua,NH,62005,USA,NA,Young,Valarie,Small,2200
10333,29,40.25,7,24-06-2016 00:09,25-06-2016 21:34,Shipped,Trucks and Buses,San Francisco,CA,,USA,NA,Murphy,Julie,Small,1167.25
10347,42,49.6,5,28-12-2013 01:31,30-12-2013 22:56,Shipped,Trucks and Buses,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2083.2
10357,39,98,1,26-07-2014 00:20,26-07-2014 18:47,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3822
10370,27,100,1,11-11-2013 00:50,13-11-2013 07:35,Shipped,Trucks and Buses,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,2700
10381,48,98,2,19-03-2016 23:39,21-03-2016 14:49,Shipped,Trucks and Buses,San Francisco,CA,,USA,NA,Brown,Julie,Medium,4704
10391,29,85.1,10,09-10-2014 00:56,10-10-2014 08:19,Shipped,Trucks and Buses,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2467.9
10411,27,100,8,03-09-2013 00:01,05-09-2013 06:36,Shipped,Trucks and Buses,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium,2700
10424,54,100,5,07-03-2014 00:20,09-03-2014 20:51,In Process,Trucks and Buses,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,5400
10109,26,100,4,09-11-2014 00:19,11-11-2014 08:00,Shipped,Classic Cars,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,2600
10122,34,100,2,18-03-2013 00:39,19-03-2013 09:51,Shipped,Classic Cars,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium,3400
10136,25,100,2,13-04-2013 23:22,14-04-2013 06:14,Shipped,Classic Cars,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,2500
10148,23,100,13,09-05-2014 01:14,10-05-2014 14:37,Shipped,Classic Cars,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2300
10161,28,100,12,30-09-2012 00:04,30-09-2012 17:09,Shipped,Classic Cars,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,2800
10171,35,100,2,11-11-2012 01:40,12-11-2012 14:01,Shipped,Classic Cars,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium,3500
10181,44,100,6,25-05-2014 00:41,27-05-2014 22:45,Shipped,Classic Cars,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,4400
10192,22,100,11,02-01-2014 23:21,04-01-2014 13:26,Shipped,Classic Cars,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,2200
10204,42,100,17,29-05-2012 00:15,30-05-2012 19:21,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Medium,4200
10212,29,100,10,09-05-2016 00:47,09-05-2016 02:47,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2900
10225,32,100,1,24-12-2016 22:53,26-12-2016 07:20,Shipped,Classic Cars,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,3200
10240,41,100,3,08-05-2016 00:54,08-05-2016 10:09,Shipped,Classic Cars,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,4100
10253,26,100,5,06-11-2013 01:14,06-11-2013 20:05,Cancelled,Classic Cars,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,2600
10266,21,100,6,06-10-2012 01:46,06-10-2012 18:21,Shipped,Classic Cars,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,2100
10278,34,100,6,08-12-2012 00:32,08-12-2012 18:58,Shipped,Classic Cars,Las Vegas,NV,83030,USA,NA,King,Sue,Medium,3400
10287,41,100,4,17-03-2012 00:16,17-03-2012 20:58,Shipped,Classic Cars,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,4100
10301,37,100,8,15-10-2013 01:46,17-10-2013 07:24,Shipped,Classic Cars,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,3700
10310,37,100,2,17-03-2012 01:16,18-03-2012 17:39,Shipped,Classic Cars,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,3700
10321,41,100,10,12-11-2014 01:08,12-11-2014 07:57,Shipped,Classic Cars,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium,4100
10331,46,100,6,07-07-2014 01:21,07-07-2014 23:17,Shipped,Classic Cars,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,4600
10342,40,100,2,27-11-2015 23:43,28-11-2015 06:31,Shipped,Classic Cars,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,4000
10356,43,97.6,8,09-07-2014 01:20,11-07-2014 02:34,Shipped,Classic Cars,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,4196.8
10365,30,87.06,1,25-06-2014 00:11,25-06-2014 00:27,Shipped,Classic Cars,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small,2611.8
10377,35,100,2,20-05-2016 23:31,21-05-2016 13:41,Shipped,Classic Cars,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,3500
10390,36,93.77,14,02-07-2012 01:04,04-07-2012 11:26,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3375.72
10406,61,100,3,31-07-2013 00:49,02-08-2013 19:43,Disputed,Classic Cars,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,6100
10419,38,100,5,22-09-2014 23:36,25-09-2014 00:34,Shipped,Classic Cars,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,3800
10102,39,100,2,01-11-2013 01:52,01-11-2013 02:20,Shipped,Vintage Cars,NYC,NY,10022,USA,NA,Frick,Michael,Medium,3900
10111,33,99.66,6,12-08-2015 00:34,13-08-2015 16:48,Shipped,Vintage Cars,San Francisco,CA,,USA,NA,Murphy,Julie,Medium,3288.78
10125,32,100,1,18-11-2012 01:37,18-11-2012 06:57,Shipped,Vintage Cars,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,3200
10139,31,100,7,29-05-2012 00:08,30-05-2012 23:43,Shipped,Vintage Cars,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,3100
10149,50,100,4,04-06-2012 00:53,06-06-2012 03:03,Shipped,Vintage Cars,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium,5000
10162,48,91.44,2,20-06-2014 22:33,21-06-2014 08:32,Shipped,Vintage Cars,San Francisco,CA,,USA,NA,Brown,Julie,Medium,4389.12
10173,43,100,6,19-02-2014 01:16,21-02-2014 16:30,Shipped,Vintage Cars,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,4300
10182,25,87.33,3,20-07-2014 01:09,22-07-2014 04:37,Shipped,Vintage Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2183.25
10193,28,100,7,14-02-2016 22:47,17-02-2016 21:47,Shipped,Vintage Cars,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,2800
10205,36,100,2,02-06-2012 23:47,05-06-2012 04:30,Shipped,Vintage Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3600
10215,27,89.38,10,08-06-2013 00:18,10-06-2013 13:59,Shipped,Vintage Cars,Burbank,CA,94019,USA,NA,Thompson,Steve,Small,2413.26
10227,25,100,3,05-02-2015 00:12,05-02-2015 09:16,Shipped,Vintage Cars,Lyon,,69004,France,EMEA,Saveley,Mary,Small,2500
10244,40,100,7,13-09-2013 23:41,15-09-2013 22:52,Shipped,Vintage Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4000
10256,34,95.55,2,25-05-2012 02:29,27-05-2012 16:07,Shipped,Vintage Cars,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,3248.7
10280,50,100,9,08-07-2016 23:57,09-07-2016 21:46,Shipped,Vintage Cars,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,5000
10289,38,100,2,18-08-2014 22:55,20-08-2014 02:20,Shipped,Vintage Cars,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,3800
10304,37,95.55,13,26-03-2016 23:56,29-03-2016 12:19,Shipped,Vintage Cars,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,3535.35
10312,43,89.38,10,17-07-2014 00:46,17-07-2014 08:44,Shipped,Vintage Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3843.34
10322,43,86.3,14,24-02-2016 23:36,26-02-2016 14:42,Shipped,Vintage Cars,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,3710.9
10332,46,95.13,15,09-12-2016 23:59,12-12-2016 15:05,Shipped,Vintage Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,4375.98
10346,42,36.11,3,04-01-2016 00:29,05-01-2016 23:18,Shipped,Vintage Cars,Las Vegas,NV,83030,USA,NA,King,Sue,Small,1516.62
10356,50,50.18,9,21-11-2013 01:00,22-11-2013 05:26,Shipped,Vintage Cars,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,2509
10369,44,100,8,30-11-2013 00:24,01-12-2013 11:10,Shipped,Vintage Cars,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Large,4400
10380,27,93.16,13,24-05-2013 00:50,26-05-2013 10:13,Shipped,Vintage Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2515.32
10391,35,100,2,24-10-2012 23:19,26-10-2012 16:10,Shipped,Vintage Cars,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,3500
10422,51,95.55,2,20-02-2015 00:36,22-02-2015 20:57,In Process,Vintage Cars,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium,4873.05
10102,41,50.14,1,26-02-2012 01:29,28-02-2012 01:23,Shipped,Vintage Cars,NYC,NY,10022,USA,NA,Frick,Michael,Small,2055.74
10111,48,49.06,5,19-01-2012 00:56,19-01-2012 03:10,Shipped,Vintage Cars,San Francisco,CA,,USA,NA,Murphy,Julie,Small,2354.88
10126,42,54.99,17,13-07-2013 23:48,16-07-2013 03:11,Shipped,Vintage Cars,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,2309.58
10139,49,43.13,6,20-06-2013 00:23,20-06-2013 15:41,Shipped,Vintage Cars,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,2113.37
10149,30,58.22,3,24-02-2014 01:00,24-02-2014 04:18,Shipped,Vintage Cars,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small,1746.6
10162,45,51.21,1,14-02-2015 23:04,17-02-2015 20:30,Shipped,Vintage Cars,San Francisco,CA,,USA,NA,Brown,Julie,Small,2304.45
10173,48,44.21,5,17-05-2016 23:32,18-05-2016 22:30,Shipped,Vintage Cars,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,2122.08
10182,32,54.45,2,28-09-2015 22:47,30-09-2015 00:44,Shipped,Vintage Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1742.4
10193,46,53.37,6,15-02-2014 01:12,16-02-2014 16:37,Shipped,Vintage Cars,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,2455.02
10205,48,63.61,1,01-09-2013 00:45,02-09-2013 07:58,Shipped,Vintage Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3053.28
10215,33,43.13,9,04-03-2013 23:03,05-03-2013 02:49,Shipped,Vintage Cars,Burbank,CA,94019,USA,NA,Thompson,Steve,Small,1423.29
10227,31,48.52,2,15-01-2016 02:22,16-01-2016 22:10,Shipped,Vintage Cars,Lyon,,69004,France,EMEA,Saveley,Mary,Small,1504.12
10244,20,58.22,6,19-11-2012 23:37,21-11-2012 00:52,Shipped,Vintage Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1164.4
10256,29,51.75,1,17-10-2014 23:44,19-10-2014 17:33,Shipped,Vintage Cars,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,1500.75
10280,27,57.68,8,20-09-2014 01:03,20-09-2014 18:09,Shipped,Vintage Cars,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,1557.36
10289,24,56.07,1,29-11-2014 01:21,29-11-2014 06:51,Shipped,Vintage Cars,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,1345.68
10304,37,48.52,12,25-02-2012 02:00,25-02-2012 03:01,Shipped,Vintage Cars,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,1795.24
10312,25,44.21,9,19-09-2013 23:19,20-09-2013 14:41,Shipped,Vintage Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1105.25
10322,41,57.68,5,24-01-2015 22:51,25-01-2015 18:05,Shipped,Vintage Cars,Nashua,NH,62005,USA,NA,Young,Valarie,Small,2364.88
10332,27,89.89,16,28-07-2014 22:12,30-07-2014 08:18,Shipped,Vintage Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2427.03
10347,21,58.95,7,20-05-2014 23:34,23-05-2014 19:38,Shipped,Vintage Cars,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,1237.95
10356,22,72.41,6,17-09-2015 00:38,18-09-2015 19:41,Shipped,Vintage Cars,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,1593.02
10369,32,98.63,7,21-04-2012 01:16,23-04-2012 10:17,Shipped,Vintage Cars,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium,3156.16
10381,25,52.83,9,29-12-2016 00:24,31-12-2016 14:57,Shipped,Vintage Cars,San Francisco,CA,,USA,NA,Brown,Julie,Small,1320.75
10391,42,100,3,21-06-2015 00:44,23-06-2015 23:02,Shipped,Vintage Cars,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,4200
10422,25,51.75,1,01-08-2015 23:39,04-08-2015 21:07,In Process,Vintage Cars,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,1293.75
10110,37,100,16,27-05-2014 00:25,29-05-2014 14:07,Shipped,Classic Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3700
10123,26,100,2,31-12-2012 01:02,01-01-2013 21:11,Shipped,Classic Cars,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium,2600
10137,44,99.55,2,13-07-2012 23:53,15-07-2012 20:40,Shipped,Classic Cars,Reims,,51100,France,EMEA,Henriot,Paul,Medium,4380.2
10148,47,100,9,16-10-2014 01:22,16-10-2014 19:18,Shipped,Classic Cars,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,4700
10161,43,100,8,31-07-2014 23:14,03-08-2014 09:54,Shipped,Classic Cars,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,4300
10172,42,100,6,29-05-2014 22:43,30-05-2014 05:55,Shipped,Classic Cars,Bridgewater,CT,97562,USA,NA,King,Julie,Medium,4200
10181,42,100,2,16-08-2014 23:53,17-08-2014 18:14,Shipped,Classic Cars,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,4200
10192,29,100,7,14-12-2014 01:23,14-12-2014 17:57,Shipped,Classic Cars,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,2900
10204,40,100,13,05-10-2016 23:20,06-10-2016 07:50,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Medium,4000
10212,38,100,6,24-05-2013 00:33,26-05-2013 02:35,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3800
10226,38,100,4,19-11-2015 23:24,22-11-2015 00:16,Shipped,Classic Cars,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium,3800
10241,21,100,11,06-02-2014 23:45,07-02-2014 19:35,Shipped,Classic Cars,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,2100
10253,24,100,1,31-05-2014 01:58,01-06-2014 08:57,Cancelled,Classic Cars,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,2400
10266,36,100,2,06-03-2015 00:29,07-03-2015 02:13,Shipped,Classic Cars,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,3600
10278,23,100,2,31-05-2015 00:25,31-05-2015 07:09,Shipped,Classic Cars,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2300
10288,20,100,14,21-10-2013 00:48,23-10-2013 23:49,Shipped,Classic Cars,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2000
10301,32,100,4,19-11-2012 01:52,21-11-2012 03:02,Shipped,Classic Cars,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,3200
10311,29,100,9,14-01-2015 00:17,16-01-2015 20:30,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2900
10321,44,100,6,07-11-2012 01:47,08-11-2012 11:11,Shipped,Classic Cars,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium,4400
10331,44,100,14,13-07-2014 00:26,14-07-2014 01:05,Shipped,Classic Cars,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,4400
10343,36,100,4,09-08-2012 00:58,11-08-2012 09:41,Shipped,Classic Cars,Reims,,51100,France,EMEA,Henriot,Paul,Medium,3600
10367,49,56.3,1,10-05-2014 01:04,10-05-2014 10:26,Resolved,Classic Cars,Pasadena,CA,90003,USA,NA,Young,Julie,Small,2758.7
10378,34,42.64,5,03-05-2015 23:32,04-05-2015 20:15,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1449.76
10407,59,100,11,14-02-2016 23:03,16-02-2016 00:49,On Hold,Classic Cars,San Jose,CA,94217,USA,NA,Frick,Sue,Large,5900
10419,37,100,1,10-11-2014 23:17,12-11-2014 22:54,Shipped,Classic Cars,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,3700
10106,36,100,12,29-03-2012 23:56,31-03-2012 07:37,Shipped,Planes,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,3600
10119,43,100,3,28-06-2014 00:50,29-06-2014 03:12,Shipped,Planes,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,4300
10131,21,100,4,29-12-2012 23:26,01-01-2013 17:13,Shipped,Planes,Glendale,CT,97561,USA,NA,Lewis,Dan,Small,2100
10143,32,100,7,01-11-2014 00:44,03-11-2014 07:58,Shipped,Planes,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,3200
10155,38,100,5,07-10-2012 01:42,07-10-2012 20:11,Shipped,Planes,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,3800
10167,43,100,1,31-10-2013 00:59,31-10-2013 01:48,Cancelled,Planes,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,4300
10178,42,100,4,06-10-2014 00:00,06-10-2014 20:23,Shipped,Planes,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,4200
10186,32,100,1,13-05-2013 00:44,13-05-2013 00:53,Shipped,Planes,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium,3200
10198,42,100,4,15-12-2014 01:23,17-12-2014 07:55,Shipped,Planes,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Large,4200
10210,31,100,17,13-06-2013 01:46,15-06-2013 02:18,Shipped,Planes,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,3100
10222,49,100,4,23-09-2014 22:45,25-09-2014 19:42,Shipped,Planes,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium,4900
10250,45,100,14,10-05-2013 23:04,12-05-2013 13:47,Shipped,Planes,San Jose,CA,94217,USA,NA,Frick,Sue,Large,4500
10262,49,100,9,24-07-2012 00:23,24-07-2012 04:56,Cancelled,Planes,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4900
10274,41,100,1,03-09-2013 23:17,04-09-2013 17:47,Shipped,Planes,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium,4100
10284,45,100,11,18-04-2013 00:43,20-04-2013 05:54,Shipped,Planes,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,4500
10296,36,100,7,01-09-2014 23:32,03-09-2014 01:10,Shipped,Planes,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Medium,3600
10307,39,100,1,25-06-2014 22:55,27-06-2014 22:39,Shipped,Planes,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Large,3900
10316,27,100,9,06-05-2014 23:34,08-05-2014 23:58,Shipped,Planes,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,2700
10327,25,100,6,03-02-2012 01:12,05-02-2012 14:36,Resolved,Planes,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,2500
10338,41,100,1,05-08-2014 00:03,06-08-2014 15:21,Shipped,Planes,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,4100
10351,39,99.52,1,20-10-2014 01:40,21-10-2014 02:22,Shipped,Planes,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,3881.28
10373,28,57.55,4,17-07-2012 00:38,19-07-2012 06:39,Shipped,Planes,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,1611.4
10386,25,54.57,7,30-03-2012 00:29,01-04-2012 05:33,Resolved,Planes,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1364.25
